serial_num	species	lib_type	srr_number	URL	title	A1	C1	G1	T1	N1	A2	C2	G2	T2	N2	A3	C3	G3	T3	N3	A4	C4	G4	T4	N4	A5	C5	G5	T5	N5	A6	C6	G6	T6	N6	A7	C7	G7	T7	N7	A8	C8	G8	T8	N8	A9	C9	G9	T9	N9	A10	C10	G10	T10	N10	A11	C11	G11	T11	N11	A12	C12	G12	T12	N12	A13	C13	G13	T13	N13	A14	C14	G14	T14	N14	A15	C15	G15	T15	N15	A16	C16	G16	T16	N16	A17	C17	G17	T17	N17	A18	C18	G18	T18	N18	A19	C19	G19	T19	N19	A20	C20	G20	T20	N20	A21	C21	G21	T21	N21	A22	C22	G22	T22	N22	A23	C23	G23	T23	N23	A24	C24	G24	T24	N24	A25	C25	G25	T25	N25	A26	C26	G26	T26	N26	A27	C27	G27	T27	N27	A28	C28	G28	T28	N28	A29	C29	G29	T29	N29	A30	C30	G30	T30	N30	A31	C31	G31	T31	N31	A32	C32	G32	T32	N32	A33	C33	G33	T33	N33	A34	C34	G34	T34	N34	A35	C35	G35	T35	N35	A36	C36	G36	T36	N36	A37	C37	G37	T37	N37	A38	C38	G38	T38	N38	A39	C39	G39	T39	N39	A40	C40	G40	T40	N40	A41	C41	G41	T41	N41	A42	C42	G42	T42	N42	A43	C43	G43	T43	N43	A44	C44	G44	T44	N44	A45	C45	G45	T45	N45	A46	C46	G46	T46	N46	A47	C47	G47	T47	N47	A48	C48	G48	T48	N48	A49	C49	G49	T49	N49	A50	C50	G50	T50	N50	
entry_no	species	type	SRR	URL	title	
entry_no	species	type	SRR	URL	title	
5425	Homo sapiens	ATAC-seq	SRR5046398	ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/008/SRR5046398/SRR5046398_1.fastq.gz	Genetic determinants and epigenetic effects of pioneer factor binding	
10961	Homo sapiens	ATAC-seq	SRR8310525	ftp.sra.ebi.ac.uk/vol1/fastq/SRR831/005/SRR8310525/SRR8310525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR831/005/SRR8310525/SRR8310525_2.fastq.gz	High-throughput combinatorial indexing enables scalable single-cell chromatin accessibility profiling [Blood]	49	21	15	12	0	15	31	20	32	0	27	50	8	13	0	19	8	52	18	0	32	24	27	15	0	24	12	26	36	0	13	21	22	41	0	37	12	16	33	0	27	6	33	32	0	27	24	28	19	0	19	39	24	16	0	32	40	15	11	0	29	37	12	20	0	21	48	11	18	0	15	42	20	21	0	13	52	18	15	0	31	34	21	13	0	18	34	15	31	0	21	26	13	38	0	15	13	31	40	0	12	31	18	37	0	17	23	25	33	0	10	33	24	31	0	17	29	29	23	0	19	33	27	19	0	25	31	22	20	0	29	21	21	26	0	24	15	19	40	0	36	14	12	36	0	31	28	8	30	0	28	42	5	23	0	19	42	2	35	0	12	56	0	30	0	10	46	0	41	0	0	44	20	34	0	20	26	19	33	0	18	13	41	26	0	21	30	34	13	0	15	18	34	30	0	13	21	46	18	0	31	15	31	21	0	39	12	32	15	0	46	14	22	17	0	45	9	24	19	0	42	16	25	15	0	43	18	18	20	0	35	20	22	21	0	28	23	25	22	0	22	19	19	38	0	16	33	16	34	0
9867	Mus musculus	ATAC-seq	SRR9163457	ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/007/SRR9163457/SRR9163457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR916/007/SRR9163457/SRR9163457_2.fastq.gz	Neuropeptide CGRP limits ILC2 responses and constrains type 2 inflammation	19	26	43	10	0	20	25	19	34	0	21	29	21	28	0	16	34	16	32	0	32	17	17	32	0	32	16	34	16	0	28	21	30	20	0	33	20	26	20	0	15	39	25	20	0	26	23	18	31	0	20	21	36	21	0	23	25	22	28	0	19	25	31	23	0	19	33	22	24	0	26	26	25	21	0	25	25	25	24	0	25	24	24	25	0	25	24	24	25	0	24	24	24	25	0	25	24	23	25	0	25	25	24	25	0	25	24	25	24	0	24	25	24	25	0	24	24	25	25	0	24	25	25	24	0	25	25	24	24	0	25	25	24	25	0	24	25	24	25	0	24	24	24	25	0	24	25	24	25	0	24	25	24	25	0	25	24	24	25	0	24	25	23	25	0	24	25	24	26	0	23	25	24	26	0	24	26	23	26	0	23	26	23	26	0	23	25	23	27	0	22	26	23	27	0	22	25	22	29	0	22	26	22	28	0	21	26	22	29	0	21	26	21	30	0	21	26	21	30	0	21	26	20	31	0	21	26	20	31	0	22	26	18	32	0	23	26	18	31	0	24	25	19	30	0	25	27	17	29	0
10758	Homo sapiens	ATAC-seq	SRR8772331	ftp.sra.ebi.ac.uk/vol1/fastq/SRR877/001/SRR8772331/SRR8772331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR877/001/SRR8772331/SRR8772331_2.fastq.gz	Pervasive H3K27 acetylation leads to ERV expression and a therapeutic vulnerability in H3K27M gliomas [ATAC-seq]	21	25	39	13	0	21	26	17	35	0	24	27	16	31	0	19	31	9	38	0	34	12	12	40	0	34	14	29	20	0	27	24	26	21	0	33	18	24	23	0	20	41	17	19	0	26	22	15	35	0	27	21	27	23	0	30	22	17	28	0	23	22	30	23	0	26	24	18	30	0	28	24	24	23	0	27	22	18	30	0	26	14	28	31	0	30	24	20	24	0	26	19	22	31	0	26	21	16	35	0	33	24	15	26	0	26	19	22	31	0	27	20	24	27	0	23	23	23	29	0	24	24	21	29	0	23	24	15	36	0	26	17	25	30	0	24	26	19	29	0	21	20	22	36	0	28	24	17	29	0	25	22	17	34	0	20	21	20	37	0	32	22	20	25	0	20	27	23	28	0	26	19	20	33	0	24	30	18	27	0	28	22	22	26	0	25	22	20	31	0	28	19	27	24	0	27	22	25	24	0	26	20	24	29	0	33	23	16	26	0	30	18	18	32	0	26	19	28	25	0	31	20	22	25	0	30	25	20	24	0	27	22	16	32	0	30	21	18	29	0	32	20	18	29	0	25	19	25	28	0
4584	Mus musculus	ATAC-seq	SRR6847151	ftp.sra.ebi.ac.uk/vol1/fastq/SRR684/001/SRR6847151/SRR6847151.fastq.gz	Compendium of CD8+ T cell Data	21	25	38	12	0	21	25	18	34	0	24	26	19	30	0	18	29	15	36	0	35	14	14	35	0	36	14	30	18	0	29	19	26	24	0	35	18	23	22	0	15	36	23	24	0	28	20	16	34	0	24	19	33	22	0	27	22	20	29	0	22	22	29	25	0	24	28	20	26	0	31	22	23	22	0	29	21	22	26	0	29	21	20	27	0	28	21	20	29	0	28	21	22	28	0	29	21	20	28	0	28	22	21	27	0	29	21	21	27	0	29	21	21	27	0	28	21	21	28	0	28	21	21	28	0	28	21	21	28	0	28	21	21	27	0	28	21	20	29	0	28	21	21	28	0	28	22	21	27	0	27	21	21	28	0	28	21	21	28	0	28	21	21	28	0	28	21	21	29	0	29	21	21	27	0	29	21	20	28	0	28	22	20	28	0	28	21	20	28	0	28	21	21	28	0	27	21	21	29	0	27	22	21	29	0	27	22	20	29	0	26	22	20	30	0	26	22	20	30	0	26	22	20	30	0	25	23	19	31	0	26	22	19	31	0	26	23	18	31	0	26	22	18	31	0	27	22	18	31	0
14483	Mus musculus	ATAC-seq	SRR11554155	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/055/SRR11554155/SRR11554155_1.fastq.gz	Memory like NK cells display stem cell like properties after Zika virus infection	18	26	46	8	0	18	27	19	35	0	18	31	21	29	0	14	36	14	34	0	33	16	15	34	0	33	14	36	15	0	27	21	32	18	0	34	20	27	17	0	12	42	25	19	0	28	21	15	34	0	20	20	38	20	0	24	24	21	29	0	18	26	31	23	0	19	32	21	25	0	27	25	25	21	0	26	23	25	24	0	26	23	23	26	0	25	23	23	27	0	25	23	23	27	0	26	23	23	27	0	25	24	24	25	0	26	23	24	26	0	25	24	24	26	0	26	23	22	27	0	26	23	23	26	0	26	23	23	26	0	26	23	23	26	0	26	23	22	27	0	26	24	22	27	0	26	23	23	27	0	25	23	23	26	0	26	23	22	26	0	26	24	23	25	0	26	23	22	27	0	26	23	22	26	0	27	23	22	26	0	26	23	23	26	0	27	23	22	26	0	27	23	22	26	0	26	23	23	27	0	26	22	22	27	0	27	22	22	26	0	26	24	22	26	0	27	23	22	27	0	27	23	22	27	0	26	24	22	26	0	27	22	22	27	0	27	23	21	27	0	27	23	22	26	0	27	22	22	27	0
22756	Homo sapiens	ATAC-seq	SRR10480009	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/009/SRR10480009/SRR10480009_1.fastq.gz	Profiling chromatin accessible regions in Merkel cell carcinoma cells	
18375	Homo sapiens	ATAC-seq	SRR11832862	ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/062/SRR11832862/SRR11832862_1.fastq.gz	ATACseq of ISP CD28+ cells stimulated with ImmunoCult	20	26	41	11	0	20	26	19	33	0	21	28	20	28	0	15	34	15	34	0	34	16	16	32	0	33	15	34	15	0	29	20	29	20	0	32	20	26	20	0	14	38	25	20	0	27	22	17	32	0	21	21	35	20	0	25	24	22	28	0	20	25	30	23	0	20	31	22	25	0	28	24	25	21	0	27	23	24	24	0	27	23	22	26	0	26	23	23	26	0	26	23	23	26	0	26	23	23	26	0	26	23	24	25	0	26	23	23	26	0	26	23	24	25	0	26	23	24	25	0	26	23	23	26	0	26	23	23	26	0	26	23	22	26	0	26	23	22	26	0	26	23	22	27	0	26	23	23	26	0	27	23	23	25	0	26	23	23	26	0	26	23	23	26	0	26	23	23	27	0	26	23	23	26	0	26	23	23	26	0	26	23	23	26	0	27	22	22	26	0	26	23	23	26	0	26	23	22	27	0	26	23	23	26	0	26	23	23	26	0	26	23	23	26	0	26	23	23	26	0	26	23	23	26	0	26	23	23	26	0	26	23	22	27	0	26	23	22	27	0	26	23	23	27	0	26	23	23	27	0
11443	Homo sapiens	ATAC-seq	SRR8176093	ftp.sra.ebi.ac.uk/vol1/fastq/SRR817/003/SRR8176093/SRR8176093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR817/003/SRR8176093/SRR8176093_2.fastq.gz	Transcriptional Down-regulation of CCR5 in a Subset of HIV+ Controllers (ATAC-Seq)	20	25	42	11	0	21	25	19	34	0	22	27	20	28	0	17	32	15	34	0	34	16	16	33	0	34	15	32	17	0	30	19	28	21	0	32	20	25	21	0	16	37	24	21	0	28	22	17	32	0	23	21	34	21	0	25	23	21	29	0	21	25	29	24	0	21	30	21	25	0	29	24	24	22	0	28	23	23	24	0	27	23	21	27	0	27	22	22	27	0	27	23	22	27	0	27	22	22	27	0	27	23	23	26	0	27	22	22	27	0	27	22	23	26	0	26	23	23	26	0	26	23	23	26	0	27	23	22	26	0	26	23	22	27	0	27	22	22	27	0	26	22	22	27	0	27	22	22	27	0	27	22	22	26	0	27	22	22	27	0	27	22	22	27	0	26	22	21	28	0	26	23	22	28	0	27	22	22	27	0	27	22	21	28	0	26	22	22	28	0	26	23	21	28	0	26	23	21	28	0	25	23	21	28	0	25	23	22	28	0	25	23	22	29	0	24	23	21	29	0	24	24	20	30	0	25	23	20	30	0	25	23	19	31	0	25	23	19	32	0	26	22	19	31	0	26	22	19	31	0
16822	Homo sapiens	ATAC-seq	SRR11195127	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/027/SRR11195127/SRR11195127_1.fastq.gz	Impact of sustained TGFβ-receptor inhibition on chromatin accessibility and gene expression in cultured endometrial MSC	21	25	41	11	0	20	25	18	35	0	23	28	19	28	0	17	32	15	35	0	35	15	15	33	0	35	14	33	16	0	30	19	29	21	0	35	19	25	20	0	17	36	24	22	0	28	22	17	31	0	23	20	34	21	0	26	23	21	29	0	21	24	29	24	0	22	30	21	25	0	29	23	23	22	0	28	22	23	25	0	28	22	21	27	0	28	22	21	27	0	27	21	22	28	0	28	21	22	27	0	27	22	22	27	0	28	22	22	27	0	28	22	22	26	0	27	22	22	27	0	27	22	22	27	0	27	22	22	27	0	27	22	22	27	0	27	22	22	28	0	27	22	22	28	0	27	22	22	28	0	27	22	22	27	0	27	22	21	28	0	27	22	21	28	0	26	22	22	28	0	27	22	21	28	0	27	23	21	27	0	26	23	22	28	0	26	22	21	28	0	25	23	22	28	0	25	23	21	29	0	25	23	21	29	0	24	24	20	29	0	24	24	20	31	0	24	23	20	31	0	24	23	20	31	0	24	23	19	31	0	24	24	18	32	0	25	24	18	32	0	25	23	18	31	0	26	24	18	31	0
4211	Homo sapiens	ATAC-seq	SRR5459169	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/009/SRR5459169/SRR5459169_1.fastq.gz	5hmC dynamically correlated with enhancer's activities during hES-to-Pancreatic endoderm cell differentiation (ATAC-Seq)	21	26	40	12	0	21	25	18	34	0	23	28	19	28	0	16	33	14	35	0	35	15	14	34	0	35	14	33	16	0	29	19	29	21	0	33	19	26	20	0	15	38	25	21	0	27	21	16	34	0	23	21	34	21	0	26	23	21	29	0	21	24	29	24	0	21	30	21	25	0	29	24	23	22	0	28	22	23	24	0	28	22	21	27	0	27	22	22	27	0	27	22	22	27	0	28	21	22	27	0	27	22	22	26	0	27	22	22	28	0	27	22	22	27	0	27	22	22	27	0	27	22	22	27	0	27	22	21	27	0	27	22	21	27	0	27	21	22	28	0	27	22	21	28	0	27	22	22	27	0	27	22	22	27	0	27	22	22	27	0	28	22	21	27	0	27	22	22	28	0	27	22	22	27	0	28	22	22	27	0	27	22	22	27	0	28	22	21	28	0	27	22	21	28	0	27	22	22	28	0	27	22	22	27	0	28	22	21	27	0	27	22	22	27	0	27	22	22	27	0	27	22	22	27	0	27	22	22	27	0	28	22	21	28	0	27	22	21	27	0	28	21	22	28	0	28	22	21	28	0
